supplier_id,name,industry,country,city,address,postal_code,political_risk,trade_risk,natural_disaster_risk,revenue_growth_yoy,net_profit_margin,credit_rating,on_time_delivery_rate,quality_score,response_time_hours,years_in_business,employee_count,certification,email,phone,total_orders,actual_on_time_rate,total_business_value,completed_orders,products
SUP1205,Modern Pvt Ltd,Machinery,India,Delhi,190 MG Road,650015,2.2,1.6,6.2,26.7,11.22,BB,79.48,4.97,9.0,40,602,ISO 14001,info@modernpvtltd.in,+91-22-68639057,346,84.54,48782105.31,305,"presses, packaging machines"
SUP1206,Pioneer Limited,Automotive,India,Navi Mumbai,123 Business District,753830,3.1,2.4,3.3,7.07,14.23,A-,95.18,4.96,18.0,32,942,,info@pioneerlimited.in,+91-22-72025028,439,77.31,18458009.46,349,"wiring harnesses, lighting systems, batteries"
SUP1207,Stellar Manufacturing,Electronics,India,Faridabad,59 Zone 9,902930,4.1,1.5,3.9,27.12,9.74,BB,91.3,3.42,5.3,12,2813,ISO 14001,info@stellarmanufacturing.in,+91-44-88517555,39,77.42,1396668.6,35,"adapters, power supplies, chargers"
SUP1208,Precision International,Automotive,India,Meerut,414 Zone 7,141228,4.5,2.4,3.6,20.67,12.15,AA+,70.99,3.72,30.1,35,3183,,info@precisioninternational.in,+91-79-34796595,69,74.53,40977761.19,57,"steering systems, exhaust systems, filters"
SUP1209,Universal Works,Textiles,India,Srinagar,477 MG Road,328159,2.6,1.1,6.9,13.24,12.88,AA,76.07,4.92,17.4,14,4225,ISO 14001,info@universalworks.in,+91-11-14645894,359,70.48,39162259.66,274,"bed linens, towels"
SUP1210,International Exports,Electronics,India,Ludhiana,69 Business District,316256,3.8,4.0,6.1,22.78,14.11,BBB-,79.58,4.37,31.5,25,864,ISO 9001,info@internationalexports.in,+91-33-81900044,485,85.27,9482712.76,430,"smartphones, processors"
SUP1211,Innovative India,Automotive,India,Agra,543 Main Street,181122,1.9,1.8,2.3,14.94,6.81,AA+,86.04,4.85,16.5,18,331,ISO 9001,info@innovativeindia.in,+91-80-52281885,441,90.67,21916727.78,357,"body panels, wheels"
SUP1212,Royal Enterprises,Textiles,India,Pimpri-Chinchwad,249 Zone 10,270050,2.7,3.0,4.3,21.64,3.94,AA-,85.35,3.42,16.5,42,4816,,info@royalenterprises.in,+91-40-98188332,62,74.5,44097154.24,46,"upholstery fabrics, bed linens"
SUP1213,Quantum Pvt Ltd,Textiles,India,Pune,42 MG Road,584228,2.9,2.8,4.1,3.94,9.67,BBB+,90.21,4.03,1.3,33,4786,ISO 14001,info@quantumpvtltd.in,+91-33-33884921,487,82.37,2495951.48,361,"towels, upholstery fabrics"
SUP1214,Modern Works,Pharma,India,Bangalore,704 Main Street,290484,2.5,4.1,5.1,30.72,3.31,AA+,76.76,3.73,31.2,15,726,ISO 9001,info@modernworks.in,+91-79-78030269,294,69.55,23424792.93,219,"syrups, injections"
SUP1215,Omega Solutions,Electronics,India,Indore,886 Industrial Area,316058,4.2,3.2,5.3,-2.71,15.57,A+,94.42,4.7,17.5,44,2972,ISO 14001,info@omegasolutions.in,+91-22-35920920,421,90.23,29077191.13,390,"cameras, sensors"
SUP1216,Supreme Traders,Food & Beverage,India,Nashik,293 Business District,961748,4.3,3.7,3.2,2.54,11.17,AA+,78.34,4.81,47.3,5,1809,ISO 14001,info@supremetraders.in,+91-20-56748994,493,93.74,22694178.94,470,"tea, instant foods"
SUP1217,Apex Group,Automotive,India,Vasai-Virar,429 Main Street,461705,5.4,2.7,5.4,27.18,7.56,A,76.73,3.68,6.7,8,4025,ISO 9001,info@apexgroup.in,+91-79-83830175,99,82.38,1405746.38,78,"lighting systems, wiring harnesses"
SUP1218,Delta Industries,Automotive,India,Dhanbad,171 Industrial Area,592131,1.6,3.3,4.0,28.23,12.8,AA,75.28,3.95,35.0,4,3629,ISO 9001,info@deltaindustries.in,+91-22-80114782,283,83.47,41123781.55,253,"bearings, clutches"
SUP1219,Advanced India,Electronics,India,Amritsar,874 Zone 22,507199,3.4,1.7,2.3,20.41,5.34,AA+,74.25,4.28,2.3,30,3923,ISO 14001,info@advancedindia.in,+91-11-81231693,211,72.98,9217066.22,175,"sensors, cameras, semiconductors"
SUP1220,National Manufacturing,Machinery,India,Mumbai,414 Industrial Area,150775,3.0,3.7,5.7,2.26,5.53,AA-,74.84,4.84,35.4,34,102,ISO 14001,info@nationalmanufacturing.in,+91-40-95108668,444,97.84,25169350.45,348,"transformers, turbines, generators"
SUP1221,Beta India,Electronics,India,Indore,121 MG Road,386495,5.5,4.4,5.5,21.26,7.03,AA,90.1,4.64,28.3,5,4142,,info@betaindia.in,+91-80-34023534,490,76.69,30578319.8,481,"LED displays, memory chips, motherboards"
SUP1222,Apex Products,Food & Beverage,India,Srinagar,945 Industrial Area,742228,4.2,2.4,4.2,33.18,12.12,AA-,83.21,3.16,21.3,45,2788,ISO 9001,info@apexproducts.in,+91-44-63820799,431,76.72,24655472.73,332,"packaged snacks, beverages, spices"
SUP1223,Universal Limited,Food & Beverage,India,Pune,127 MG Road,456368,1.5,1.1,5.6,26.8,2.2,BBB,85.75,3.29,43.5,37,4580,ISO 14001,info@universallimited.in,+91-20-10443048,252,84.12,7686162.83,248,"frozen foods, bakery items, dairy products"
SUP1224,Pinnacle Corporation,Chemicals,India,Rajkot,294 Business District,801315,3.0,1.3,6.6,29.65,6.75,A+,98.72,4.43,46.9,32,459,,info@pinnaclecorporation.in,+91-20-22793073,119,72.84,16129564.58,100,"dyes, resins, pigments"
SUP1225,Summit Exports,Food & Beverage,India,Varanasi,611 Zone 15,385750,4.3,3.5,2.9,-1.57,6.88,A-,97.58,3.4,28.8,12,2944,ISO 14001,info@summitexports.in,+91-33-21665064,75,66.94,16028694.13,66,"instant foods, tea"
SUP1226,Titan Works,Electronics,India,Dhanbad,327 Industrial Area,434805,2.0,1.9,5.3,5.7,12.06,A,92.67,3.64,3.6,6,4472,ISO 9001,info@titanworks.in,+91-80-48637172,367,72.3,5556622.63,336,"LED displays, motherboards, memory chips"
SUP1227,Global Enterprises,Textiles,India,Jaipur,34 Sector 47,899372,2.4,1.9,3.8,32.82,15.95,AA+,80.43,3.24,45.4,36,494,ISO 9001,info@globalenterprises.in,+91-40-98164536,216,84.36,8529660.33,192,"cotton fabrics, polyester yarn, finished garments"
SUP1228,Dynamic Associates,Textiles,India,Chennai,670 Zone 12,793883,3.3,1.5,4.9,0.83,7.73,AA-,82.23,3.18,24.1,25,850,ISO 9001,info@dynamicassociates.in,+91-11-29183320,412,96.45,22529389.7,350,"upholstery fabrics, towels, bed linens"
SUP1229,Royal Manufacturing,Chemicals,India,Ludhiana,270 Sector 99,866361,4.0,1.3,3.9,20.21,17.1,BBB+,97.95,3.68,2.1,40,2227,ISO 14001,info@royalmanufacturing.in,+91-20-80034871,341,89.07,36997791.42,268,"specialty chemicals, reagents"
SUP1230,Imperial Pvt Ltd,Pharma,India,Aurangabad,203 Main Street,353170,4.1,3.1,5.4,17.59,4.95,A+,93.66,3.88,41.6,45,1029,ISO 9001,info@imperialpvtltd.in,+91-40-49045873,122,67.88,41588374.17,115,"injections, syrups"
SUP1231,Nexus Technologies,Machinery,India,Navi Mumbai,660 MG Road,794370,2.0,1.8,5.6,24.45,7.46,A,95.57,3.72,8.1,28,3521,ISO 9001,info@nexustechnologies.in,+91-80-54704698,88,97.91,46408461.09,86,"lathes, welding machines"
SUP1232,Nexus Industries,Textiles,India,Visakhapatnam,311 Zone 39,437694,4.5,1.5,3.0,27.42,2.79,A+,93.69,4.51,16.8,19,4431,ISO 9001,info@nexusindustries.in,+91-20-11573200,431,96.61,5666608.43,382,"synthetic fibers, denim, silk fabrics"
SUP1233,Metro Company,Construction,India,Jabalpur,897 Industrial Area,282112,4.5,1.6,4.3,11.29,8.16,A+,76.55,3.39,40.5,12,575,ISO 14001,info@metrocompany.in,+91-33-12578831,45,80.09,41266889.9,31,"scaffolding, tools"
SUP1234,Elite Company,Food & Beverage,India,Delhi,421 Zone 12,890885,5.3,2.5,5.6,13.9,12.84,BB+,93.57,4.12,1.7,41,1558,ISO 9001,info@elitecompany.in,+91-11-19464450,123,96.77,38690658.1,104,"tea, coffee"
SUP1235,Titan India,Automotive,India,Ghaziabad,350 Zone 17,717430,5.3,2.9,3.1,22.33,8.3,BB,93.64,3.98,6.1,26,227,,info@titanindia.in,+91-33-66542598,114,73.34,41597179.63,98,"lighting systems, wiring harnesses, batteries"
SUP1236,Pioneer Systems,Machinery,India,Amritsar,196 Industrial Area,197135,4.5,4.3,6.9,24.23,11.72,AA-,78.68,3.78,37.0,37,1050,ISO 14001,info@pioneersystems.in,+91-33-77196412,370,92.63,34524530.3,357,"compressors, CNC machines"
SUP1237,Precision Technologies,Textiles,India,Aurangabad,292 Industrial Area,174290,4.1,1.3,4.8,20.08,10.11,BBB+,97.63,3.69,5.1,16,3032,ISO 9001,info@precisiontechnologies.in,+91-79-56099300,400,65.49,40324424.63,381,"upholstery fabrics, towels"
SUP1238,Excellence Systems,Chemicals,India,Ranchi,501 Sector 75,383549,4.4,2.8,6.0,10.98,5.6,AAA,91.07,4.26,12.5,3,4210,ISO 9001,info@excellencesystems.in,+91-33-80011474,500,86.28,31735326.4,395,"adhesives, industrial chemicals, polymers"
SUP1239,Dynamic Solutions,Food & Beverage,India,Jabalpur,303 Business District,177984,3.1,2.1,2.7,24.78,5.61,AA+,90.23,3.41,16.8,14,2710,ISO 9001,info@dynamicsolutions.in,+91-44-93817456,87,89.24,4526128.97,80,"tea, coffee"
SUP1240,Elite Supplies,Electronics,India,Allahabad,72 Business District,232983,3.1,3.7,4.6,3.81,15.49,A,83.75,4.04,36.4,9,424,ISO 14001,info@elitesupplies.in,+91-44-64621133,116,86.03,48898640.54,81,"adapters, power supplies, chargers"
SUP1241,Paramount Traders,Pharma,India,Amritsar,96 Business District,919966,1.9,3.5,2.3,24.17,16.3,AAA,83.32,3.54,35.2,17,3940,ISO 14001,info@paramounttraders.in,+91-22-72639722,334,84.01,16619712.29,247,"surgical supplies, diagnostic kits, medical devices"
SUP1242,Beta Solutions,Electronics,India,Faridabad,327 Main Street,292461,5.3,2.5,3.0,26.98,6.82,BBB+,92.78,3.16,46.2,29,2662,ISO 14001,info@betasolutions.in,+91-40-26038905,345,77.57,18537379.9,324,"processors, smartphones"
SUP1243,Supreme Company,Construction,India,Patna,855 Industrial Area,181604,2.4,2.3,3.7,29.79,3.08,AAA,96.58,3.52,45.7,18,654,ISO 9001,info@supremecompany.in,+91-11-82191186,112,86.06,11926962.04,81,"electrical fittings, doors"
SUP1244,Royal Group,Construction,India,Srinagar,172 Main Street,205177,2.9,3.5,4.9,16.45,3.36,BBB-,86.91,4.95,31.3,27,3372,ISO 14001,info@royalgroup.in,+91-44-59455631,430,90.88,33941187.8,338,"insulation materials, windows"
SUP1245,Global Limited,Electronics,India,Delhi,682 Sector 4,355733,4.2,4.0,2.9,5.18,9.45,A+,84.5,4.56,21.1,40,4985,ISO 9001,info@globallimited.in,+91-44-53163279,268,87.77,3006929.87,234,"processors, tablets, smartphones"
SUP1246,United Manufacturing,Construction,India,Allahabad,641 Industrial Area,809954,2.6,1.2,2.5,22.31,11.85,BBB-,72.51,3.25,28.0,25,2707,ISO 14001,info@unitedmanufacturing.in,+91-20-39629040,124,71.43,14119042.62,105,"windows, insulation materials, paint"
SUP1247,Excellence Associates,Textiles,India,Mumbai,291 Business District,541414,5.1,4.4,4.4,-1.85,2.58,AA,79.4,3.95,5.7,31,3144,ISO 14001,info@excellenceassociates.in,+91-40-47994773,451,88.05,40459403.94,315,"silk fabrics, synthetic fibers"
SUP1248,Advanced Company,Construction,India,Indore,768 Business District,611646,2.2,3.3,5.6,30.98,3.66,BB,90.34,4.3,9.4,3,1490,ISO 9001,info@advancedcompany.in,+91-44-55765693,238,88.86,17509506.07,216,"tools, scaffolding, construction machinery"
SUP1249,Modern Technologies,Machinery,India,Bangalore,299 Zone 35,433291,2.4,1.3,2.4,6.45,11.98,BBB,92.39,3.17,2.7,36,4516,ISO 14001,info@moderntechnologies.in,+91-44-32871398,495,66.33,10494183.25,427,"conveyor systems, motors"
SUP1250,Excellence Traders,Textiles,India,Pimpri-Chinchwad,515 Sector 82,492415,5.0,3.2,2.7,8.43,7.78,AA,91.55,4.24,38.6,7,2932,,info@excellencetraders.in,+91-79-46980343,291,70.23,2650673.93,234,"technical textiles, apparel fabrics, fashion wear"
SUP1251,Horizon Manufacturing,Textiles,India,Aurangabad,172 Main Street,925459,1.7,3.4,6.5,31.81,15.52,A-,78.35,4.49,30.6,3,1904,ISO 14001,info@horizonmanufacturing.in,+91-33-58599848,373,70.22,11280818.14,280,"finished garments, cotton fabrics"
SUP1252,Premier Technologies,Textiles,India,Agra,589 Industrial Area,185720,3.1,2.3,5.7,20.52,5.88,AA+,94.69,3.64,38.5,17,4967,ISO 14001,info@premiertechnologies.in,+91-44-45845320,354,77.1,28470381.24,330,"towels, upholstery fabrics"
SUP1253,Delta Pvt Ltd,Construction,India,Jaipur,985 Sector 33,967701,2.7,3.4,4.8,21.36,13.32,AA-,79.74,4.98,1.1,17,3557,ISO 14001,info@deltapvtltd.in,+91-44-68894760,357,81.19,24536629.53,280,"steel bars, cement"
SUP1254,Metro Industries,Machinery,India,Jabalpur,102 Business District,688855,3.7,2.7,6.2,-2.21,9.27,A,77.12,4.91,17.2,44,683,ISO 14001,info@metroindustries.in,+91-11-21266140,357,65.16,41387243.88,347,"lathes, drilling equipment, welding machines"
SUP1255,Beta Solutions,Chemicals,India,Srinagar,568 MG Road,137799,5.3,1.1,6.5,29.81,3.44,AAA,71.5,3.4,9.5,41,4176,ISO 14001,info@betasolutions.in,+91-20-96881053,214,80.4,24063346.57,170,"specialty chemicals, catalysts"
SUP1256,Excellence Products,Chemicals,India,Thane,274 MG Road,495074,1.8,2.6,5.6,31.49,4.87,BBB,90.59,3.0,14.0,6,4546,ISO 14001,info@excellenceproducts.in,+91-44-75688811,477,82.29,25607117.78,400,"pigments, dyes, resins"
SUP1257,Zenith Exports,Automotive,India,Surat,42 Business District,648203,3.7,2.3,6.6,7.03,6.18,AA,86.44,4.83,14.7,19,4650,ISO 14001,info@zenithexports.in,+91-79-81722901,199,95.11,49261910.89,153,"bearings, clutches, transmissions"
SUP1258,Vanguard Works,Chemicals,India,Coimbatore,510 Zone 49,811664,3.4,3.4,4.3,13.98,6.16,AA-,75.87,4.35,40.3,12,3893,ISO 14001,info@vanguardworks.in,+91-22-39155940,330,96.03,3066828.3,283,"specialty chemicals, catalysts"
SUP1259,International International,Pharma,India,Navi Mumbai,620 MG Road,567980,1.9,3.7,4.1,-4.4,2.3,AA+,95.79,4.03,36.1,22,3251,ISO 14001,info@internationalinternational.in,+91-22-13955338,483,97.02,28672991.62,440,"capsules, pharmaceutical APIs"
SUP1260,Advanced Exports,Machinery,India,Delhi,685 Main Street,535319,2.4,3.0,5.0,23.14,2.03,BBB+,77.27,3.38,1.3,16,2005,ISO 14001,info@advancedexports.in,+91-11-79097463,212,72.24,14511619.18,182,"compressors, hydraulic pumps, CNC machines"
SUP1261,Elite Associates,Chemicals,India,Vadodara,567 Industrial Area,580528,5.3,4.5,2.5,34.76,14.63,AA,72.9,3.75,2.5,34,1707,ISO 14001,info@eliteassociates.in,+91-33-35399603,53,83.48,34648087.32,42,"polymers, industrial chemicals, adhesives"
SUP1262,Elite Manufacturing,Pharma,India,Navi Mumbai,315 Sector 8,232215,4.2,3.7,6.2,22.28,5.02,AA+,71.16,3.09,21.7,15,4569,ISO 14001,info@elitemanufacturing.in,+91-79-29250547,194,88.46,13217346.43,151,"generic drugs, herbal medicines, nutraceuticals"
SUP1263,Imperial India,Construction,India,Agra,137 MG Road,321997,4.9,2.1,5.8,21.59,2.66,BB+,91.97,3.02,34.9,25,4735,ISO 9001,info@imperialindia.in,+91-79-36884018,303,76.81,36011477.93,290,"plumbing fixtures, doors, electrical fittings"
SUP1264,Titan Exports,Chemicals,India,Ahmedabad,32 Main Street,588246,3.3,2.7,2.4,-0.42,6.86,AAA,97.27,4.3,10.6,35,1916,ISO 9001,info@titanexports.in,+91-44-47397747,406,87.71,12050964.26,365,"reagents, specialty chemicals, catalysts"
SUP1265,Heritage Exports,Chemicals,India,Meerut,129 Sector 81,722489,5.1,2.5,5.7,17.97,10.76,AAA,73.48,4.12,14.5,11,2567,ISO 14001,info@heritageexports.in,+91-80-70684680,26,91.43,32998210.23,19,"specialty chemicals, reagents"
SUP1266,Premier Works,Automotive,India,Ghaziabad,298 Sector 20,924052,4.1,1.8,3.4,26.57,7.53,BB,86.0,3.08,27.5,9,4400,ISO 9001,info@premierworks.in,+91-11-76856966,460,69.87,30748132.92,396,"exhaust systems, filters"
SUP1267,Delta Limited,Automotive,India,Agra,796 Business District,244641,2.3,3.2,6.6,31.78,12.92,BBB-,88.2,4.91,12.0,22,3545,,info@deltalimited.in,+91-20-71262420,490,91.67,27914861.29,395,"tires, wheels, body panels"
SUP1268,Beta Enterprises,Pharma,India,Agra,835 Business District,997394,2.7,1.5,2.9,15.35,15.48,BBB-,93.68,4.24,47.5,10,1370,,info@betaenterprises.in,+91-22-78240986,259,70.94,36032782.58,196,"injections, syrups, ointments"
SUP1269,Zenith Manufacturing,Machinery,India,Vadodara,75 Zone 36,118583,4.8,3.5,5.3,28.02,8.91,AA,90.77,3.83,19.9,42,4925,ISO 9001,info@zenithmanufacturing.in,+91-22-49680223,415,97.01,32540142.61,333,"welding machines, lathes, drilling equipment"
SUP1270,Synergy Associates,Pharma,India,Bangalore,573 Sector 7,173973,2.9,3.3,5.8,27.04,9.3,A,87.54,4.82,18.4,25,2981,ISO 9001,info@synergyassociates.in,+91-11-45065253,58,72.61,29478449.4,56,"capsules, tablets"
SUP1271,Dynamic India,Electronics,India,Hyderabad,439 Business District,235527,2.3,4.3,3.2,27.14,7.06,A-,78.84,3.11,4.3,28,2941,ISO 14001,info@dynamicindia.in,+91-80-11252389,151,72.95,24525555.14,114,"cameras, sensors"
SUP1272,Universal International,Construction,India,Rajkot,932 Business District,895767,4.5,2.9,5.4,0.22,10.09,BB,91.57,4.4,41.7,3,1726,ISO 9001,info@universalinternational.in,+91-33-69083469,93,72.38,3021769.99,77,"insulation materials, paint"
SUP1273,Delta Systems,Electronics,India,Kalyan-Dombivali,495 Business District,389096,2.7,2.4,4.8,12.59,9.1,BBB,82.03,3.85,40.5,24,406,ISO 9001,info@deltasystems.in,+91-11-38079064,52,79.44,20617345.99,37,"chargers, adapters, power supplies"
SUP1274,Pinnacle Traders,Machinery,India,Chennai,93 Zone 27,514238,4.6,2.7,5.4,22.61,5.41,A-,95.04,3.44,26.1,26,4258,ISO 14001,info@pinnacletraders.in,+91-33-23666726,190,97.71,2646068.54,148,"conveyor systems, industrial robots"
SUP1275,Alpha Industries,Automotive,India,Navi Mumbai,795 Sector 75,294895,3.8,4.4,3.3,13.02,4.84,AA,74.46,3.82,37.8,21,746,ISO 14001,info@alphaindustries.in,+91-22-57784360,269,91.35,24407799.62,220,"suspension parts, engine components, brake systems"
SUP1276,Atlas Enterprises,Electronics,India,Coimbatore,815 Business District,286412,4.8,4.2,6.9,0.22,12.67,BB+,71.62,4.79,35.7,42,2725,ISO 9001,info@atlasenterprises.in,+91-44-52858167,142,87.46,23180823.56,126,"processors, tablets"
SUP1277,Horizon Supplies,Automotive,India,Nashik,580 Business District,422858,4.0,2.4,5.9,1.75,7.31,AA+,72.66,4.32,4.6,3,1818,ISO 14001,info@horizonsupplies.in,+91-44-51982687,492,72.55,31436254.33,346,"bearings, transmissions, clutches"
SUP1278,Sigma Industries,Electronics,India,Bangalore,200 MG Road,220411,4.1,4.4,4.6,27.15,15.75,BB+,90.06,3.66,23.6,33,356,ISO 14001,info@sigmaindustries.in,+91-11-29140842,239,70.09,16455067.42,227,"circuit boards, monitors, laptops"
SUP1279,Beta Solutions,Automotive,India,Amritsar,554 Sector 95,182263,4.6,3.8,4.8,-4.17,11.37,BB+,76.24,3.54,24.6,37,2591,ISO 9001,info@betasolutions.in,+91-22-45380630,418,97.69,39096853.54,413,"wheels, tires"
SUP1280,Pinnacle Group,Pharma,India,Allahabad,71 Sector 33,371826,1.8,2.1,2.8,10.59,4.58,BB+,79.79,4.44,8.1,18,456,ISO 9001,info@pinnaclegroup.in,+91-40-57985040,40,68.52,3410133.33,39,"ointments, syrups, injections"
SUP1281,Pinnacle India,Automotive,India,Bhopal,646 Sector 41,966900,2.0,3.3,5.1,25.73,2.35,A+,86.29,3.91,16.8,5,290,ISO 9001,info@pinnacleindia.in,+91-11-43722429,451,87.47,27829752.89,444,"wiring harnesses, lighting systems, batteries"
SUP1282,International Traders,Automotive,India,Ranchi,908 Sector 90,399040,1.9,1.6,5.7,0.88,15.05,BBB-,72.26,4.93,1.0,2,1361,ISO 9001,info@internationaltraders.in,+91-20-16430600,77,70.11,30140609.82,55,"clutches, bearings"
SUP1283,Universal International,Textiles,India,Thane,642 Business District,876779,3.5,2.7,7.0,5.34,16.96,BBB+,90.28,3.73,9.1,14,225,,info@universalinternational.in,+91-20-95258392,223,84.11,37489948.55,157,"synthetic fibers, silk fabrics"
SUP1284,Continental International,Chemicals,India,Vadodara,138 Sector 64,797776,2.5,1.5,6.5,12.02,3.38,BBB,86.85,3.47,42.6,39,3315,ISO 14001,info@continentalinternational.in,+91-44-91351751,294,92.39,33792824.99,227,"specialty chemicals, reagents"
SUP1285,Phoenix Systems,Chemicals,India,Delhi,851 Zone 20,182008,5.4,3.7,2.4,-2.48,15.74,BB,80.24,4.16,43.5,8,1818,ISO 9001,info@phoenixsystems.in,+91-40-64812352,85,75.32,44354744.48,78,"dyes, resins"
SUP1286,Excellence Supplies,Construction,India,Meerut,622 Industrial Area,629486,4.5,1.9,4.8,14.96,10.63,A+,71.99,4.21,7.1,42,83,ISO 9001,info@excellencesupplies.in,+91-22-95911834,259,97.02,3823929.8,214,"roofing materials, bricks"
SUP1287,Metro Corporation,Automotive,India,Ranchi,970 Industrial Area,907386,2.4,4.2,4.8,15.58,17.42,AAA,78.92,3.96,13.7,18,1587,,info@metrocorporation.in,+91-33-94728096,106,66.4,14529102.82,83,"brake systems, engine components"
SUP1288,Apex Solutions,Textiles,India,Ranchi,958 MG Road,115340,3.4,2.8,3.4,-2.17,9.78,AA+,82.49,3.42,15.5,22,1727,ISO 14001,info@apexsolutions.in,+91-33-74208531,60,80.97,31865337.23,49,"technical textiles, apparel fabrics"
SUP1289,Premier Products,Food & Beverage,India,Jabalpur,134 Zone 18,908723,5.1,2.3,6.9,-1.24,9.08,BBB-,71.29,4.19,3.1,17,2051,ISO 9001,info@premierproducts.in,+91-22-20828480,353,77.84,25765461.72,285,"confectionery, processed foods, canned goods"
SUP1290,Alpha Pvt Ltd,Electronics,India,Mumbai,179 Sector 70,807658,5.4,2.3,4.3,28.44,3.26,BBB-,88.56,4.38,38.8,31,3661,ISO 9001,info@alphapvtltd.in,+91-11-92798746,380,68.78,4963473.53,314,"adapters, chargers"
SUP1291,Precision Limited,Electronics,India,Hyderabad,294 MG Road,898325,4.8,2.2,6.9,12.43,6.87,AA+,93.59,4.87,45.3,24,3066,ISO 14001,info@precisionlimited.in,+91-40-52499303,379,84.51,33560371.96,362,"memory chips, motherboards"
SUP1292,Stellar Traders,Construction,India,Delhi,781 MG Road,302286,3.8,1.9,5.1,32.01,7.43,BBB-,85.33,3.62,46.5,14,1497,ISO 14001,info@stellartraders.in,+91-79-54400214,251,72.7,1640039.72,251,"windows, insulation materials, paint"
SUP1293,Universal Systems,Chemicals,India,Jaipur,491 MG Road,457135,4.5,3.5,5.0,-4.55,5.66,BBB,98.73,3.81,32.8,32,544,ISO 9001,info@universalsystems.in,+91-79-18362312,423,80.5,28611837.29,385,"herbicides, fertilizers, pesticides"
SUP1294,Sigma Company,Textiles,India,Nashik,687 Industrial Area,287957,3.8,3.7,3.6,26.25,8.99,BB+,78.03,3.29,42.8,44,1586,ISO 9001,info@sigmacompany.in,+91-40-73627862,234,89.74,44407465.68,187,"apparel fabrics, technical textiles"
SUP1295,Excellence Products,Pharma,India,Navi Mumbai,707 Zone 16,339685,1.6,2.7,3.2,17.76,16.92,BB,70.09,3.61,24.7,26,284,ISO 14001,info@excellenceproducts.in,+91-20-94730535,216,97.49,17752434.74,208,"vitamins, pain relievers, antibiotics"
SUP1296,Zenith Limited,Textiles,India,Jaipur,425 MG Road,678211,4.0,1.9,4.4,2.89,15.49,AA+,79.65,3.08,38.1,19,1018,ISO 9001,info@zenithlimited.in,+91-79-86221866,165,88.66,10694991.23,117,"polyester yarn, cotton fabrics, finished garments"
SUP1297,Titan Manufacturing,Automotive,India,Howrah,757 MG Road,205684,2.2,2.9,4.0,3.08,6.65,A,82.44,3.7,40.4,25,2406,ISO 14001,info@titanmanufacturing.in,+91-80-69305002,60,76.28,36856098.75,58,"brake systems, suspension parts"
SUP1298,Summit Manufacturing,Electronics,India,Pune,868 Sector 31,342870,5.0,2.0,6.0,5.0,7.95,A+,70.81,4.5,13.7,28,4662,ISO 9001,info@summitmanufacturing.in,+91-44-18321412,96,75.83,33850346.46,74,"motherboards, memory chips"
SUP1299,Innovative Products,Textiles,India,Kanpur,871 Main Street,701595,1.9,3.9,2.6,13.86,5.63,BBB+,70.37,3.45,39.0,12,1594,ISO 14001,info@innovativeproducts.in,+91-33-24165017,455,75.68,26419864.33,414,"denim, silk fabrics, synthetic fibers"
SUP1300,Pioneer Limited,Pharma,India,Meerut,119 Main Street,329051,3.4,2.1,2.2,32.07,8.92,BBB,78.44,3.36,42.3,34,3716,,info@pioneerlimited.in,+91-44-89810946,476,94.54,34088361.91,454,"vitamins, antibiotics"
SUP1301,Stellar Group,Electronics,India,Coimbatore,759 MG Road,369236,3.1,3.2,6.8,16.33,16.84,A,93.52,3.43,12.0,44,1640,ISO 14001,info@stellargroup.in,+91-79-64504036,79,87.35,7232300.92,57,"semiconductors, sensors, cameras"
SUP1302,Pinnacle Corporation,Chemicals,India,Indore,260 Industrial Area,396756,5.4,4.5,5.4,18.94,4.18,AA+,90.31,4.61,18.0,4,1014,ISO 14001,info@pinnaclecorporation.in,+91-33-16981304,409,72.6,41835256.79,338,"paints, coatings, solvents"
SUP1303,Pioneer Enterprises,Food & Beverage,India,Ghaziabad,265 Industrial Area,306692,3.3,2.9,2.6,11.3,10.32,AAA,78.05,3.06,47.3,45,4272,ISO 14001,info@pioneerenterprises.in,+91-11-87688754,410,97.53,36208293.5,341,"condiments, cooking oils"
SUP1304,Titan Manufacturing,Machinery,India,Bangalore,841 Main Street,761803,4.5,3.1,2.4,2.11,7.32,A-,77.21,3.3,13.6,34,2950,,info@titanmanufacturing.in,+91-44-82022768,188,90.97,40175800.48,131,"packaging machines, assembly line equipment, presses"
SUP1305,Excellence Technologies,Automotive,India,Kolkata,963 Zone 30,813089,3.7,1.7,5.8,26.71,14.5,BBB+,77.24,3.52,1.5,2,3644,ISO 9001,info@excellencetechnologies.in,+91-20-65646390,268,66.94,5706153.26,257,"transmissions, bearings, clutches"
SUP1306,Summit Traders,Construction,India,Vasai-Virar,252 Main Street,162917,3.6,2.5,6.1,26.13,5.85,AA,92.08,3.81,9.4,44,3837,ISO 9001,info@summittraders.in,+91-22-40603752,205,95.92,7462162.23,149,"insulation materials, paint"
SUP1307,Strategic Limited,Automotive,India,Rajkot,189 Main Street,660022,2.9,3.9,6.3,6.57,2.54,AA-,72.19,3.57,45.5,16,3508,ISO 14001,info@strategiclimited.in,+91-44-72973755,171,82.25,11489411.69,167,"tires, body panels, wheels"
