po_number,supplier_id,supplier_name,order_date,expected_delivery_date,actual_delivery_date,status,item_description,quantity,unit_price,subtotal,tax_rate,tax_amount,total_amount,currency,on_time_delivery,payment_terms,shipping_method,created_by,quality_rating,political_risk_rating,trade_risk_rating,natural_disaster_risk_rating,delivery_rating,response_time_rating,overall_rating,rating_comments
PO11996,SUP1475,Summit International,2025-07-01,2025-07-11,2025-07-12,Completed,Purchase of bricks,334.0,33374.5,11147083.0,0.18,2006474.94,13153557.94,INR,No,Net 30,Rail,Kavita Joshi,3.72,4.2,2.5,5.6,3.02,3.72,3.49,Quality control issues
PO11997,SUP1266,Premier Works,2025-03-29,2025-04-13,2025-04-21,Completed,exhaust systems - industrial grade,230.0,1876.99,431707.7,0.18,77707.39,509415.09,INR,No,Net 45,Sea Freight,Vikram Singh,2.71,4.6,1.6,3.0,3.56,4.03,3.43,Quality control issues
PO11998,SUP1377,Innovative Company,2025-10-16,2025-10-27,2025-11-05,Delivered,Supply of doors,420.0,42368.06,17794585.2,0.18,3203025.34,20997610.54,INR,No,Net 15,Air Freight,Rohan Das,3.1,4.7,3.9,4.3,3.02,3.82,3.31,Late delivery impacted schedule
PO11999,SUP1226,Titan Works,2025-02-05,2025-02-24,,Pending,Procurement of LED displays,217.0,5982.17,1298130.89,0.18,233663.56,1531794.45,INR,,Net 90,Sea Freight,Meera Iyer,3.52,1.5,2.1,5.0,3.68,4.85,4.02,Reliable partner for our needs
PO12000,SUP1311,Innovative Pvt Ltd,2025-06-05,2025-06-16,2025-06-14,Delivered,Bulk order of syrups,484.0,48079.05,23270260.2,0.18,4188646.84,27458907.04,INR,Yes,Net 30,Sea Freight,Kavita Joshi,2.91,4.0,3.4,2.3,4.29,4.74,3.98,Late delivery impacted schedule
PO12001,SUP1213,Quantum Pvt Ltd,2025-09-11,2025-09-16,,Cancelled,Supply of towels,167.0,26207.85,4376710.95,0.18,787807.97,5164518.92,INR,,Net 90,Road Transport,Vikram Singh,3.68,3.4,3.0,3.7,4.15,4.94,4.26,Good communication and service
PO12002,SUP1076,Beta Company,2025-08-01,2025-08-14,2025-08-15,Completed,vitamins for production,205.0,47348.56,9706454.8,0.18,1747161.86,11453616.66,INR,No,Net 30,Air Freight,Vikram Singh,3.87,2.0,2.5,5.1,3.09,4.05,3.67,Some quality concerns
PO12003,SUP1454,International Associates,2025-06-08,2025-06-22,,Cancelled,Standard order: coatings,356.0,18759.5,6678382.0,0.18,1202108.76,7880490.76,INR,,Net 15,Road Transport,Sanjay Gupta,4.26,4.2,2.0,4.4,3.8,5.0,4.35,Quality products delivered on time
PO12004,SUP1014,Vanguard Products,2025-04-03,2025-04-22,,Cancelled,Purchase of pigments,212.0,13156.13,2789099.56,0.18,502037.92,3291137.48,INR,,Net 60,Sea Freight,Meera Iyer,4.95,3.3,2.7,4.4,3.65,3.55,4.05,Dependable and quality-focused
PO12005,SUP1219,Advanced India,2024-12-12,2024-12-21,,Pending,Order for sensors,129.0,12011.37,1549466.73,0.18,278904.01,1828370.74,INR,,Net 90,Road Transport,Pooja Kapoor,4.44,3.9,1.4,2.4,3.72,4.83,4.33,Excellent quality and timely delivery
PO12006,SUP1006,Stellar Pvt Ltd,2025-09-26,2025-10-07,2025-10-12,Completed,Bulk order of welding machines,120.0,33394.05,4007286.0,0.18,721311.48,4728597.48,INR,No,Net 60,Road Transport,Vikram Singh,2.93,1.7,3.0,6.5,3.12,3.24,3.1,Quality issues noted on inspection
PO12007,SUP1014,Vanguard Products,2025-06-25,2025-07-05,,Cancelled,dyes for production,135.0,2739.29,369804.15,0.18,66564.75,436368.9,INR,,Net 15,Sea Freight,Sneha Reddy,4.55,3.0,2.6,4.2,3.03,4.12,3.9,Communication could be improved
PO12008,SUP1259,International International,2025-04-29,2025-05-14,2025-05-20,Completed,Bulk order of capsules,419.0,48260.78,20221266.82,0.18,3639828.03,23861094.85,INR,No,Due on Receipt,Road Transport,Anita Desai,4.42,1.5,3.6,4.0,2.75,3.1,3.42,Needs improvement in delivery time
PO12009,SUP1174,Modern Solutions,2025-11-20,2025-11-30,2025-12-08,Completed,Supply of electrical fittings,85.0,34171.52,2904579.2,0.18,522824.26,3427403.46,INR,No,Net 30,Express Courier,Priya Sharma,3.99,3.3,3.9,2.4,3.49,4.59,4.02,"High quality products, reliable supplier"
PO12010,SUP1404,United India,2025-10-01,2025-10-09,,Cancelled,finished garments - industrial grade,459.0,23831.88,10938832.92,0.18,1968989.93,12907822.85,INR,,Net 90,Air Freight,Rajesh Kumar,3.4,4.1,2.4,6.7,3.43,3.77,3.53,Delivery delays affected production
PO12011,SUP1109,Advanced Technologies,2025-06-16,2025-07-04,,Pending,Order for sensors,136.0,4467.79,607619.44,0.18,109371.5,716990.94,INR,,Net 15,Air Freight,Priya Sharma,3.24,2.9,2.2,7.3,4.28,3.76,3.76,Some quality concerns
PO12012,SUP1175,Stellar Supplies,2025-08-14,2025-08-21,,Pending,Order for exhaust systems,30.0,41709.77,1251293.1,0.18,225232.76,1476525.86,INR,,Due on Receipt,Air Freight,Meera Iyer,4.51,3.6,3.5,6.1,4.13,3.29,3.98,Communication could be improved
PO12013,SUP1257,Zenith Exports,2025-02-28,2025-03-11,,Cancelled,transmissions for production,267.0,12278.05,3278239.35,0.18,590083.08,3868322.43,INR,,Due on Receipt,Road Transport,Rajesh Kumar,4.96,3.3,2.6,7.1,3.41,4.49,4.29,Quality products delivered on time
PO12014,SUP1096,Continental Solutions,2025-09-12,2025-09-30,,Pending,Order for towels,103.0,9688.66,997931.98,0.18,179627.76,1177559.74,INR,,Due on Receipt,Express Courier,Vikram Singh,2.71,3.2,3.8,3.1,3.8,4.86,3.79,Quality control issues
PO12015,SUP1459,Precision Pvt Ltd,2025-08-30,2025-09-10,2025-09-08,Delivered,Order for turbines,73.0,28135.42,2053885.66,0.18,369699.42,2423585.08,INR,Yes,Due on Receipt,Air Freight,Rahul Verma,4.28,3.3,4.1,3.6,4.69,4.95,4.64,Consistently meets expectations
PO12016,SUP1102,Quantum Limited,2024-12-16,2024-12-31,,Cancelled,Procurement of spices,217.0,38464.17,8346724.89,0.18,1502410.48,9849135.37,INR,,Net 60,Express Courier,Kavita Joshi,3.23,5.0,3.1,6.2,3.69,4.03,3.65,Communication could be improved
PO12017,SUP1097,Innovative Works,2025-06-01,2025-06-18,2025-06-22,Delivered,apparel fabrics for production,329.0,26411.9,8689515.1,0.18,1564112.72,10253627.82,INR,No,Net 90,Sea Freight,Meera Iyer,4.96,2.8,3.6,4.4,2.58,4.41,3.98,Below expected quality standards
PO12018,SUP1351,Orion Associates,2025-05-03,2025-05-14,,Cancelled,Order for processed foods,336.0,14966.98,5028905.28,0.18,905202.95,5934108.23,INR,,Due on Receipt,Air Freight,Rajesh Kumar,3.79,4.7,3.5,5.1,3.62,4.05,3.82,Product quality inconsistent
PO12019,SUP1204,Prime Group,2025-06-10,2025-06-20,2025-06-22,Completed,transmissions for production,455.0,30426.2,13843921.0,0.18,2491905.78,16335826.78,INR,No,Due on Receipt,Road Transport,Meera Iyer,4.5,3.0,1.7,4.2,2.31,3.74,3.52,Product quality inconsistent
PO12020,SUP1237,Precision Technologies,2025-05-27,2025-06-16,2025-06-24,Completed,Supply of upholstery fabrics,89.0,6445.42,573642.38,0.18,103255.63,676898.01,INR,No,Due on Receipt,Road Transport,Rajesh Kumar,3.65,4.3,1.3,4.9,2.22,4.76,3.54,Communication could be improved
PO12021,SUP1179,Synergy Enterprises,2025-02-09,2025-02-22,2025-03-02,Delivered,apparel fabrics for production,383.0,12786.18,4897106.94,0.18,881479.25,5778586.19,INR,No,Net 90,Air Freight,Vikram Singh,4.6,4.7,2.0,5.8,3.1,3.45,3.72,Delayed shipment
PO12022,SUP1441,Universal Exports,2025-11-23,2025-12-01,,Cancelled,Standard order: insulation materials,442.0,3980.49,1759376.58,0.18,316687.78,2076064.36,INR,,Due on Receipt,Sea Freight,Sneha Reddy,3.93,5.1,4.3,6.1,4.04,4.32,4.1,Reliable partner for our needs
PO12023,SUP1227,Global Enterprises,2025-02-27,2025-03-11,2025-03-21,Delivered,Order for finished garments,308.0,30381.53,9357511.24,0.18,1684352.02,11041863.26,INR,No,Net 30,Rail,Sanjay Gupta,3.06,2.4,1.9,3.4,2.01,3.42,2.83,Needs improvement in delivery time
PO12024,SUP1116,Synergy Products,2025-03-31,2025-04-06,2025-04-08,Completed,Standard order: welding machines,138.0,24525.51,3384520.38,0.18,609213.67,3993734.05,INR,No,Net 30,Sea Freight,Vikram Singh,3.18,2.5,2.5,6.7,3.55,4.0,3.58,Communication could be improved
PO12025,SUP1165,Beta Solutions,2024-12-25,2025-01-06,2025-01-08,Delivered,Procurement of generators,184.0,23926.1,4402402.4,0.18,792432.43,5194834.83,INR,No,Net 15,Air Freight,Meera Iyer,3.96,3.9,2.1,2.8,3.78,4.18,3.97,Some quality concerns
PO12026,SUP1382,Universal Exports,2025-05-07,2025-05-20,,Pending,Supply of motors,16.0,31283.95,500543.2,0.18,90097.78,590640.98,INR,,Net 30,Road Transport,Pooja Kapoor,4.64,4.2,3.3,5.4,4.29,3.69,4.21,Professional and responsive
PO12027,SUP1019,Pinnacle Group,2025-06-11,2025-06-24,2025-07-02,Completed,Procurement of polyester yarn,37.0,9967.64,368802.68,0.18,66384.48,435187.16,INR,No,Net 45,Road Transport,Sneha Reddy,4.55,3.2,1.1,3.8,2.7,3.73,3.66,Communication could be improved
PO12028,SUP1264,Titan Exports,2025-02-27,2025-03-18,,Pending,specialty chemicals - industrial grade,161.0,6616.18,1065204.98,0.18,191736.9,1256941.88,INR,,Net 45,Sea Freight,Rahul Verma,3.93,3.7,2.3,2.6,3.56,4.52,4.0,Consistently meets expectations
PO12029,SUP1318,Vertex Associates,2025-07-22,2025-08-10,,Cancelled,compressors for production,263.0,25678.32,6753398.16,0.18,1215611.67,7969009.83,INR,,Net 90,Express Courier,Rajesh Kumar,3.13,1.7,4.1,5.9,3.07,4.04,3.41,Quality issues noted on inspection
PO12030,SUP1420,National Industries,2024-12-28,2025-01-16,2025-01-20,Delivered,Procurement of filters,364.0,5051.08,1838593.12,0.18,330946.76,2169539.88,INR,No,Net 30,Rail,Amit Patel,4.87,3.4,2.2,3.4,2.25,3.77,3.63,Delayed shipment
PO12031,SUP1266,Premier Works,2025-07-06,2025-07-19,2025-07-25,Completed,Procurement of exhaust systems,44.0,4321.31,190137.64,0.18,34224.78,224362.42,INR,No,Net 90,Rail,Sanjay Gupta,2.65,4.0,2.0,3.8,2.41,3.59,2.88,Quality issues noted on inspection
PO12032,SUP1207,Stellar Manufacturing,2025-10-27,2025-11-02,2025-11-10,Completed,Purchase of chargers,486.0,41472.55,20155659.3,0.18,3628018.67,23783677.97,INR,No,Due on Receipt,Sea Freight,Sanjay Gupta,3.61,3.8,1.3,4.4,3.41,4.8,3.94,Below expected quality standards
PO12033,SUP1258,Vanguard Works,2025-10-10,2025-10-29,2025-10-27,Delivered,catalysts - industrial grade,47.0,21269.07,999646.29,0.18,179936.33,1179582.62,INR,Yes,Net 90,Road Transport,Pooja Kapoor,4.13,3.1,3.6,4.1,4.48,2.74,3.78,Communication could be improved
PO12034,SUP1254,Metro Industries,2025-05-30,2025-06-18,2025-06-22,Completed,Purchase of welding machines,495.0,10612.75,5253311.25,0.18,945596.02,6198907.27,INR,No,Net 15,Air Freight,Priya Sharma,4.61,3.2,3.0,6.4,3.78,4.73,4.37,Consistently meets expectations
PO12035,SUP1320,Precision Group,2025-03-15,2025-04-01,,Cancelled,Procurement of beverages,148.0,19276.61,2852938.28,0.18,513528.89,3366467.17,INR,,Net 15,Road Transport,Sanjay Gupta,3.99,4.1,1.8,6.8,3.53,3.98,3.83,Below expected quality standards
PO12036,SUP1395,Metro Works,2025-08-15,2025-08-20,,Cancelled,Supply of ointments,110.0,43399.41,4773935.1,0.18,859308.32,5633243.42,INR,,Net 15,Road Transport,Nikhil Shah,4.32,5.1,4.0,5.6,4.44,4.79,4.52,Quality products delivered on time
PO12037,SUP1175,Stellar Supplies,2025-09-19,2025-10-04,,Cancelled,filters for production,385.0,35498.73,13667011.05,0.18,2460061.99,16127073.04,INR,,Net 60,Road Transport,Anita Desai,4.88,3.3,3.3,6.2,3.9,2.69,3.82,Late delivery impacted schedule
PO12038,SUP1322,Horizon Industries,2025-02-23,2025-03-14,2025-03-15,Delivered,LED displays - industrial grade,31.0,15277.99,473617.69,0.18,85251.18,558868.87,INR,No,Net 90,Rail,Arjun Mehta,3.09,5.4,4.6,6.9,3.21,3.25,3.18,Delivery delays affected production
PO12039,SUP1435,Vertex Supplies,2025-03-15,2025-03-23,,Pending,Procurement of monitors,419.0,36419.99,15259975.81,0.18,2746795.65,18006771.46,INR,,Net 15,Express Courier,Priya Sharma,4.75,1.2,4.6,2.6,3.03,4.7,4.16,"High quality products, reliable supplier"
PO12040,SUP1264,Titan Exports,2025-01-13,2025-01-23,2025-01-25,Delivered,Bulk order of catalysts,290.0,18186.54,5274096.6,0.18,949337.39,6223433.99,INR,No,Net 60,Road Transport,Rahul Verma,4.4,3.3,3.0,2.7,3.07,4.88,4.12,"High quality products, reliable supplier"
PO12041,SUP1290,Alpha Pvt Ltd,2025-11-17,2025-11-30,,Cancelled,Purchase of adapters,160.0,859.43,137508.8,0.18,24751.58,162260.38,INR,,Net 60,Sea Freight,Rohan Das,4.76,5.3,2.6,4.5,4.11,2.66,3.84,Delivery delays affected production
PO12042,SUP1066,Elite Systems,2025-06-11,2025-07-01,2025-06-28,Delivered,transmissions - industrial grade,327.0,26938.98,8809046.46,0.18,1585628.36,10394674.82,INR,Yes,Due on Receipt,Air Freight,Sanjay Gupta,3.75,1.8,1.1,6.8,5.0,3.22,3.99,Quality control issues
PO12043,SUP1304,Titan Manufacturing,2025-11-02,2025-11-21,2025-11-29,Completed,Order for packaging machines,162.0,3344.14,541750.68,0.18,97515.12,639265.8,INR,No,Net 45,Air Freight,Meera Iyer,3.27,4.8,3.4,2.6,3.22,4.8,3.76,Some quality concerns
PO12044,SUP1089,Supreme Corporation,2025-07-02,2025-07-07,2025-07-04,Completed,Supply of LED displays,444.0,45662.85,20274305.4,0.18,3649374.97,23923680.37,INR,Yes,Net 15,Sea Freight,Nikhil Shah,4.55,4.2,1.2,3.0,4.07,4.1,4.24,Dependable and quality-focused
PO12045,SUP1312,Advanced Manufacturing,2025-08-26,2025-09-08,,Cancelled,silk fabrics for production,135.0,17424.31,2352281.85,0.18,423410.73,2775692.58,INR,,Net 30,Air Freight,Pooja Kapoor,4.3,2.6,1.3,5.7,4.05,4.84,4.4,Professional and responsive
PO12046,SUP1406,Horizon Technologies,2025-03-15,2025-03-25,,Cancelled,Supply of frozen foods,61.0,44748.35,2729649.35,0.18,491336.88,3220986.23,INR,,Net 45,Express Courier,Nikhil Shah,3.72,3.0,2.3,2.6,3.55,3.55,3.61,Quality control issues
PO12047,SUP1015,Premier Limited,2025-05-15,2025-05-27,,Cancelled,Bulk order of steering systems,131.0,33719.53,4417258.43,0.18,795106.52,5212364.95,INR,,Net 15,Air Freight,Rohan Das,4.62,3.4,1.2,5.3,4.27,3.02,3.97,Delayed shipment
PO12048,SUP1450,Horizon Traders,2025-04-24,2025-05-01,,Pending,paints - industrial grade,46.0,3110.56,143085.76,0.18,25755.44,168841.2,INR,,Net 45,Air Freight,Pooja Kapoor,2.85,4.8,2.8,4.6,3.39,4.76,3.67,Quality control issues
PO12049,SUP1173,Atlas Industries,2025-11-10,2025-11-29,,Cancelled,industrial robots - industrial grade,471.0,38179.33,17982464.43,0.18,3236843.6,21219308.03,INR,,Net 60,Road Transport,Pooja Kapoor,4.51,4.1,1.3,2.4,3.85,3.61,3.99,Needs improvement in delivery time
PO12050,SUP1075,Horizon International,2025-08-18,2025-09-03,,Cancelled,conveyor systems - industrial grade,45.0,27064.32,1217894.4,0.18,219220.99,1437115.39,INR,,Net 30,Sea Freight,Arjun Mehta,4.12,5.0,4.2,4.6,3.14,4.15,3.8,Delivery delays affected production
PO12051,SUP1212,Royal Enterprises,2025-04-24,2025-05-09,,Cancelled,Procurement of upholstery fabrics,351.0,37025.61,12995989.11,0.18,2339278.04,15335267.15,INR,,Net 90,Sea Freight,Anita Desai,3.19,3.2,3.5,4.1,3.11,4.2,3.5,Delayed shipment
PO12052,SUP1215,Omega Solutions,2025-08-29,2025-09-11,,Pending,cameras - industrial grade,16.0,26747.39,427958.24,0.18,77032.48,504990.72,INR,,Net 90,Air Freight,Sneha Reddy,4.62,4.5,3.2,5.7,3.56,4.0,4.06,"Smooth transaction, good quality"
PO12053,SUP1091,Horizon Traders,2024-12-15,2024-12-24,,Pending,Bulk order of brake systems,457.0,5539.28,2531450.96,0.18,455661.17,2987112.13,INR,,Net 30,Air Freight,Sneha Reddy,3.43,2.2,2.3,1.8,3.1,3.87,3.47,Quality control issues
PO12054,SUP1324,Paramount Supplies,2025-11-08,2025-11-26,2025-11-26,Delivered,Supply of industrial robots,36.0,18186.22,654703.92,0.18,117846.71,772550.63,INR,Yes,Net 45,Express Courier,Rohan Das,3.63,2.1,1.1,2.5,4.38,4.82,4.28,Quality products delivered on time
PO12055,SUP1325,Quantum Manufacturing,2025-06-06,2025-06-24,,Pending,Purchase of generic drugs,472.0,44559.52,21032093.44,0.18,3785776.82,24817870.26,INR,,Net 60,Rail,Pooja Kapoor,3.92,2.7,3.9,5.9,4.16,3.55,3.88,Below expected quality standards
PO12056,SUP1441,Universal Exports,2025-10-28,2025-11-06,,Cancelled,Procurement of insulation materials,487.0,40615.6,19779797.2,0.18,3560363.5,23340160.7,INR,,Net 45,Rail,Sanjay Gupta,4.07,5.0,4.8,6.4,3.55,4.4,4.01,"Smooth transaction, good quality"
PO12057,SUP1358,International Group,2025-02-05,2025-02-19,2025-02-26,Completed,Supply of brake systems,67.0,26351.35,1765540.45,0.18,317797.28,2083337.73,INR,No,Net 45,Sea Freight,Nikhil Shah,4.71,2.7,2.9,6.3,3.84,4.31,4.29,Excellent quality and timely delivery
PO12058,SUP1365,Vertex Solutions,2024-12-26,2025-01-07,,Cancelled,chargers for production,47.0,20931.36,983773.92,0.18,177079.31,1160853.23,INR,,Net 45,Sea Freight,Sanjay Gupta,4.92,3.3,1.7,3.8,4.49,3.97,4.46,"High quality products, reliable supplier"
PO12059,SUP1173,Atlas Industries,2025-11-19,2025-12-04,2025-12-08,Delivered,industrial robots - industrial grade,131.0,41841.24,5481202.44,0.18,986616.44,6467818.88,INR,No,Net 90,Rail,Kavita Joshi,3.58,3.7,1.7,2.1,2.48,2.95,3.0,Quality issues noted on inspection
PO12060,SUP1449,Alpha Company,2025-09-22,2025-09-28,,Pending,Standard order: upholstery fabrics,155.0,214.76,33287.8,0.18,5991.8,39279.6,INR,,Due on Receipt,Road Transport,Anita Desai,4.08,3.3,2.6,2.7,4.22,4.71,4.34,Consistently meets expectations
PO12061,SUP1371,Prime India,2025-03-04,2025-03-15,,Pending,dyes for production,346.0,18408.62,6369382.52,0.18,1146488.85,7515871.37,INR,,Net 30,Road Transport,Priya Sharma,3.56,5.2,2.1,5.5,3.12,4.28,3.65,Delayed shipment
PO12062,SUP1353,Royal Industries,2025-11-11,2025-11-27,2025-12-04,Completed,Bulk order of bakery items,21.0,43253.6,908325.6,0.18,163498.61,1071824.21,INR,No,Due on Receipt,Express Courier,Nikhil Shah,4.55,4.8,3.6,3.6,3.27,4.46,4.09,Excellent quality and timely delivery
PO12063,SUP1295,Excellence Products,2025-03-25,2025-04-09,2025-04-19,Delivered,Procurement of vitamins,117.0,12333.86,1443061.62,0.18,259751.09,1702812.71,INR,No,Net 15,Road Transport,Deepika Nair,3.35,2.0,2.8,3.1,2.49,4.1,3.31,Quality issues noted on inspection
PO12064,SUP1030,Dynamic Technologies,2025-07-09,2025-07-29,2025-08-02,Delivered,Supply of canned goods,428.0,2365.6,1012476.8,0.18,182245.82,1194722.62,INR,No,Due on Receipt,Road Transport,Sneha Reddy,4.89,4.1,2.9,2.6,2.65,4.34,3.96,Late delivery impacted schedule
PO12065,SUP1308,Stellar Limited,2025-05-03,2025-05-18,2025-05-25,Delivered,Standard order: bed linens,135.0,2132.58,287898.3,0.18,51821.69,339719.99,INR,No,Net 45,Rail,Sneha Reddy,2.9,2.8,2.9,5.7,2.86,2.85,2.87,Below expected quality standards
PO12066,SUP1388,Global Solutions,2025-08-31,2025-09-15,,Cancelled,Procurement of canned goods,39.0,6504.66,253681.74,0.18,45662.71,299344.45,INR,,Net 90,Sea Freight,Nikhil Shah,3.03,3.3,2.1,3.4,4.13,3.78,3.65,Communication could be improved
PO12067,SUP1471,Orion India,2025-05-30,2025-06-06,2025-06-03,Completed,Purchase of generic drugs,374.0,20830.76,7790704.24,0.18,1402326.76,9193031.0,INR,Yes,Net 15,Air Freight,Deepika Nair,4.78,4.7,1.3,4.3,4.71,4.18,4.56,Quality products delivered on time
PO12068,SUP1275,Alpha Industries,2025-01-03,2025-01-13,2025-01-12,Completed,brake systems - industrial grade,288.0,41485.28,11947760.64,0.18,2150596.92,14098357.56,INR,Yes,Net 30,Express Courier,Rohan Das,4.01,3.6,4.3,2.9,4.96,3.31,4.09,Consistently meets expectations
PO12069,SUP1239,Dynamic Solutions,2025-04-18,2025-05-06,,Pending,Order for coffee,355.0,11604.3,4119526.5,0.18,741514.77,4861041.27,INR,,Net 15,Rail,Nikhil Shah,3.26,3.0,1.9,2.6,4.47,4.09,3.94,Delayed shipment
PO12070,SUP1339,Modern Exports,2025-06-19,2025-06-26,2025-07-04,Completed,Supply of tires,456.0,19639.96,8955821.76,0.18,1612047.92,10567869.68,INR,No,Net 45,Air Freight,Kavita Joshi,3.63,5.0,1.1,4.5,3.43,3.02,3.36,Delayed shipment
PO12071,SUP1283,Universal International,2025-02-19,2025-03-10,2025-03-19,Completed,Standard order: synthetic fibers,386.0,42302.17,16328637.62,0.18,2939154.77,19267792.39,INR,No,Net 45,Sea Freight,Deepika Nair,3.97,3.6,2.4,7.3,2.14,4.58,3.56,Needs improvement in delivery time
PO12072,SUP1109,Advanced Technologies,2025-11-13,2025-11-27,,Cancelled,Supply of sensors,57.0,27569.49,1571460.93,0.18,282862.97,1854323.9,INR,,Net 45,Sea Freight,Rohan Das,3.55,3.3,2.1,7.0,3.59,3.69,3.61,Delayed shipment
PO12073,SUP1124,Dynamic Associates,2025-10-19,2025-11-05,2025-11-02,Delivered,Procurement of packaging machines,355.0,21954.54,7793861.7,0.18,1402895.11,9196756.81,INR,Yes,Net 45,Road Transport,Nikhil Shah,4.53,1.8,1.5,3.7,4.44,4.2,4.39,Good communication and service
PO12074,SUP1105,Metro Supplies,2025-02-17,2025-03-01,2025-03-08,Completed,packaging machines - industrial grade,37.0,31324.63,1159011.31,0.18,208622.04,1367633.35,INR,No,Due on Receipt,Express Courier,Rajesh Kumar,4.87,2.0,2.5,3.7,2.47,3.51,3.62,Quality control issues
PO12075,SUP1489,Royal Group,2025-08-16,2025-08-30,2025-09-07,Delivered,Procurement of synthetic fibers,395.0,40026.99,15810661.05,0.18,2845918.99,18656580.04,INR,No,Net 15,Road Transport,Kavita Joshi,3.66,2.6,2.6,5.1,2.21,4.96,3.61,Needs improvement in delivery time
PO12076,SUP1499,Advanced Systems,2025-02-11,2025-02-17,,Cancelled,Bulk order of pesticides,232.0,36177.63,8393210.16,0.18,1510777.83,9903987.99,INR,,Due on Receipt,Sea Freight,Rohan Das,4.91,3.0,1.3,1.9,3.54,3.35,3.93,Some quality concerns
PO12077,SUP1030,Dynamic Technologies,2025-05-31,2025-06-19,2025-06-22,Delivered,Purchase of canned goods,301.0,42288.52,12728844.52,0.18,2291192.01,15020036.53,INR,No,Net 45,Air Freight,Sanjay Gupta,4.64,4.3,3.2,2.5,2.37,4.01,3.67,Product quality inconsistent
PO12078,SUP1478,Premier Limited,2025-01-29,2025-02-07,2025-02-04,Delivered,lighting systems for production,9.0,6502.08,58518.72,0.18,10533.37,69052.09,INR,Yes,Net 30,Air Freight,Pooja Kapoor,4.73,2.6,3.5,6.3,4.8,4.77,4.77,Quality products delivered on time
PO12079,SUP1103,Alpha Technologies,2025-09-14,2025-09-23,2025-10-02,Completed,Bulk order of syrups,145.0,40845.5,5922597.5,0.18,1066067.55,6988665.05,INR,No,Net 45,Road Transport,Arjun Mehta,3.75,3.0,1.7,6.0,2.34,4.15,3.41,Quality issues noted on inspection
PO12080,SUP1325,Quantum Manufacturing,2025-02-04,2025-02-21,,Pending,Bulk order of nutraceuticals,465.0,36013.08,16746082.2,0.18,3014294.8,19760377.0,INR,,Net 45,Rail,Rohan Das,3.92,2.6,3.9,5.3,4.24,3.93,4.03,"High quality products, reliable supplier"
PO12081,SUP1315,Sigma International,2025-09-11,2025-09-26,2025-09-25,Delivered,Purchase of packaging machines,410.0,29251.46,11993098.6,0.18,2158757.75,14151856.35,INR,Yes,Due on Receipt,Rail,Rohan Das,3.23,2.4,1.6,5.0,4.22,4.78,4.08,Dependable and quality-focused
PO12082,SUP1113,Quantum Limited,2025-11-03,2025-11-21,,Pending,ointments - industrial grade,386.0,13884.56,5359440.16,0.18,964699.23,6324139.39,INR,,Net 30,Sea Freight,Rohan Das,4.29,3.7,3.3,2.4,3.3,4.08,3.89,Late delivery impacted schedule
PO12083,SUP1047,Advanced Exports,2025-04-18,2025-05-06,,Pending,Standard order: semiconductors,409.0,47033.55,19236721.95,0.18,3462609.95,22699331.9,INR,,Net 60,Sea Freight,Meera Iyer,3.79,4.8,4.1,3.3,3.96,4.55,4.1,Professional and responsive
PO12084,SUP1008,Nexus Systems,2025-09-19,2025-09-26,,Cancelled,Procurement of semiconductors,475.0,1060.48,503728.0,0.18,90671.04,594399.04,INR,,Net 45,Road Transport,Arjun Mehta,4.96,2.7,1.2,6.2,3.04,3.86,3.95,Communication could be improved
PO12085,SUP1287,Metro Corporation,2025-06-13,2025-07-01,,Pending,Standard order: brake systems,214.0,16131.13,3452061.82,0.18,621371.13,4073432.95,INR,,Net 90,Air Freight,Amit Patel,4.33,2.7,4.5,4.9,4.25,4.74,4.44,"Smooth transaction, good quality"
PO12086,SUP1145,Vanguard Pvt Ltd,2025-04-01,2025-04-09,2025-04-16,Completed,Procurement of plumbing fixtures,487.0,36665.96,17856322.52,0.18,3214138.05,21070460.57,INR,No,Net 15,Express Courier,Amit Patel,3.84,2.4,4.1,5.5,3.34,4.59,3.92,Quality issues noted on inspection
PO12087,SUP1401,Beta Manufacturing,2025-04-09,2025-04-27,,Pending,Order for pesticides,388.0,38043.18,14760753.84,0.18,2656935.69,17417689.53,INR,,Net 45,Air Freight,Amit Patel,3.69,3.7,3.4,5.9,4.04,4.28,4.0,Professional and responsive
PO12088,SUP1410,Horizon Works,2025-09-15,2025-10-02,,Cancelled,Standard order: herbicides,149.0,5158.0,768542.0,0.18,138337.56,906879.56,INR,,Net 30,Express Courier,Sanjay Gupta,3.53,2.7,3.7,4.5,3.29,4.72,3.85,Some quality concerns
PO12089,SUP1328,Apex Solutions,2025-03-07,2025-03-18,2025-03-26,Delivered,spices - industrial grade,92.0,40544.56,3730099.52,0.18,671417.91,4401517.43,INR,No,Net 45,Sea Freight,Sneha Reddy,4.31,5.0,2.6,4.2,3.0,4.11,3.81,Quality control issues
PO12090,SUP1091,Horizon Traders,2025-05-22,2025-06-05,,Cancelled,engine components for production,403.0,28169.91,11352473.73,0.18,2043445.27,13395919.0,INR,,Due on Receipt,Air Freight,Priya Sharma,3.84,1.5,3.0,2.6,3.38,3.93,3.72,Quality issues noted on inspection
PO12091,SUP1345,Modern International,2025-01-14,2025-02-02,,Pending,Order for tea,27.0,24538.94,662551.38,0.18,119259.25,781810.63,INR,,Net 15,Express Courier,Priya Sharma,4.05,3.6,3.7,5.9,3.47,4.08,3.87,Below expected quality standards
